WE HAVE TOKENIZER
loaded tokenizer
<sentencepiece.SentencePieceProcessor; proxy of <Swig Object of type 'sentencepiece::SentencePieceProcessor *' at 0x3117ac990> >
DONE
WE HAVE TOKENIZER
loaded tokenizer
<sentencepiece.SentencePieceProcessor; proxy of <Swig Object of type 'sentencepiece::SentencePieceProcessor *' at 0x3117aca50> >
DONE
TINYSTORIES DATASET LOADED...
Rank 2 | Iteration 0 | Training in Progress...
Iteration 0, Loss: 10.517070770263672
Iteration 78, Loss: 6.533957481384277
Iteration 79, Loss: 5.9807562828063965
Iteration 80, Loss: 6.201085567474365
Iteration 81, Loss: 6.164574146270752
Iteration 82, Loss: 6.002673149108887
Iteration 83, Loss: 6.056978225708008
Iteration 84, Loss: 5.783742427825928
Iteration 85, Loss: 5.831954002380371
Iteration 86, Loss: 6.231345176696777
Iteration 87, Loss: 6.088032245635986
Iteration 88, Loss: 6.580190658569336
Iteration 89, Loss: 6.403349876403809
Iteration 90, Loss: 6.58036470413208
Iteration 91, Loss: 6.2395853996276855
Iteration 92, Loss: 5.978331565856934
Iteration 93, Loss: 6.593795299530029
Iteration 94, Loss: 5.78893518447876
Iteration 95, Loss: 6.2873215675354
Iteration 96, Loss: 6.447025299072266
Iteration 97, Loss: 6.330716133117676
Iteration 98, Loss: 6.0917067527771
Iteration 99, Loss: 6.280430316925049
Rank 2 | Iteration 100 | Training in Progress...
Iteration 100, Loss: 6.189723968505859
Iteration 101, Loss: 6.183673858642578
Iteration 102, Loss: 6.123537540435791
Iteration 103, Loss: 6.009079933166504
Iteration 104, Loss: 6.367794036865234
Iteration 105, Loss: 6.476871967315674
Iteration 106, Loss: 5.737303256988525
Iteration 107, Loss: 6.248892307281494
Iteration 108, Loss: 5.852479457855225
Iteration 109, Loss: 5.8778181076049805
Iteration 110, Loss: 6.392646312713623
Iteration 111, Loss: 6.315919876098633
Iteration 112, Loss: 6.319639682769775
Iteration 113, Loss: 6.118048667907715
Iteration 114, Loss: 6.1552910804748535
Iteration 115, Loss: 6.4561967849731445
Iteration 116, Loss: 5.9186015129089355
Iteration 117, Loss: 5.906007289886475
Iteration 118, Loss: 6.121876239776611
Iteration 119, Loss: 6.314688682556152
Iteration 120, Loss: 6.4207072257995605
Iteration 121, Loss: 6.208920478820801
Iteration 122, Loss: 5.869805812835693
Iteration 123, Loss: 5.930850505828857
Iteration 124, Loss: 6.5062127113342285
Iteration 125, Loss: 5.968193054199219
Iteration 126, Loss: 5.988587379455566
Iteration 127, Loss: 6.269638538360596
Iteration 128, Loss: 6.050008296966553
Iteration 129, Loss: 5.851423740386963
Iteration 130, Loss: 5.99786901473999
Iteration 131, Loss: 6.252279281616211
Iteration 132, Loss: 6.321905136108398
Iteration 133, Loss: 6.325459957122803
Iteration 134, Loss: 6.459496021270752
Iteration 135, Loss: 6.015191555023193
Iteration 136, Loss: 5.857571125030518
Iteration 137, Loss: 5.841799259185791
Iteration 138, Loss: 5.98057746887207
Iteration 139, Loss: 5.83950662612915
Iteration 140, Loss: 6.502293109893799
Iteration 141, Loss: 6.019139289855957
Iteration 142, Loss: 6.274428844451904
Iteration 143, Loss: 6.038442134857178
Iteration 144, Loss: 6.019039630889893
Iteration 145, Loss: 5.758343696594238
Iteration 146, Loss: 5.783035755157471
Iteration 147, Loss: 6.638206481933594
Iteration 148, Loss: 6.099034786224365
Iteration 149, Loss: 6.303379535675049
Iteration 150, Loss: 6.438015937805176
Iteration 151, Loss: 6.111018657684326
Iteration 152, Loss: 6.214846134185791
Iteration 153, Loss: 6.5250678062438965
Iteration 154, Loss: 5.943103313446045
Iteration 155, Loss: 5.955291271209717
Iteration 156, Loss: 6.21826171875
Iteration 157, Loss: 6.236577033996582
Iteration 158, Loss: 6.4042863845825195
Iteration 159, Loss: 6.166082859039307
Iteration 160, Loss: 6.203160285949707
Iteration 161, Loss: 6.198672771453857
Iteration 162, Loss: 6.544047832489014
Iteration 163, Loss: 6.086617469787598
Iteration 164, Loss: 6.415768146514893
Iteration 165, Loss: 5.763273239135742
Iteration 166, Loss: 5.814241409301758
Iteration 167, Loss: 6.536142349243164
Iteration 168, Loss: 5.956805229187012
Iteration 169, Loss: 6.0434980392456055
Iteration 170, Loss: 6.016866683959961
Iteration 171, Loss: 6.073861122131348
Iteration 172, Loss: 6.213178634643555
Iteration 173, Loss: 6.134441375732422
Iteration 174, Loss: 5.647853374481201
Iteration 175, Loss: 6.5101542472839355
Iteration 176, Loss: 6.272424697875977
Iteration 177, Loss: 6.168351173400879
Iteration 178, Loss: 6.339561462402344
Iteration 179, Loss: 6.176748752593994
Iteration 180, Loss: 6.502913951873779
Iteration 181, Loss: 6.193271160125732
Iteration 182, Loss: 6.29712438583374
Iteration 183, Loss: 6.466666221618652
Iteration 184, Loss: 5.999105930328369
Iteration 185, Loss: 5.896410942077637
Iteration 186, Loss: 5.85640287399292
Iteration 187, Loss: 5.950669288635254
Iteration 188, Loss: 6.287057399749756
Iteration 189, Loss: 6.008438587188721
Iteration 190, Loss: 6.655806064605713
Iteration 191, Loss: 6.430604934692383
Iteration 192, Loss: 6.261446475982666
Iteration 193, Loss: 6.494688034057617
Iteration 194, Loss: 6.2210774421691895
Iteration 195, Loss: 6.114718914031982
Iteration 196, Loss: 5.976346969604492
Iteration 197, Loss: 5.851840496063232
Iteration 198, Loss: 6.034770488739014
Iteration 199, Loss: 5.9855780601501465
Rank 2 | Iteration 200 | Training in Progress...
Iteration 200, Loss: 6.195559978485107
Iteration 201, Loss: 6.210136413574219
Iteration 202, Loss: 6.131600379943848
Iteration 203, Loss: 6.205077171325684
Iteration 204, Loss: 6.061618328094482
Iteration 205, Loss: 5.987171649932861
Iteration 206, Loss: 6.195202350616455
Iteration 207, Loss: 6.692109107971191
Iteration 208, Loss: 6.428167343139648
Iteration 209, Loss: 6.0452070236206055
Iteration 210, Loss: 5.836343288421631
Iteration 211, Loss: 6.356545448303223
Iteration 212, Loss: 5.753513336181641
Iteration 213, Loss: 6.215822696685791
Iteration 214, Loss: 6.413607120513916
Iteration 215, Loss: 5.773096561431885
Iteration 216, Loss: 6.085668563842773
Iteration 217, Loss: 6.181406497955322
Iteration 218, Loss: 6.224057674407959
Iteration 219, Loss: 6.672626972198486
Iteration 220, Loss: 6.293451309204102
Iteration 221, Loss: 6.166920185089111
Iteration 222, Loss: 5.809041976928711
Iteration 223, Loss: 6.073764801025391
Iteration 224, Loss: 6.004570960998535
Iteration 225, Loss: 5.713505268096924
Iteration 226, Loss: 6.293727397918701
Iteration 227, Loss: 6.434718132019043
Iteration 228, Loss: 6.022365093231201
Iteration 229, Loss: 5.724662780761719
Iteration 230, Loss: 6.150793075561523
Iteration 231, Loss: 6.1315436363220215
Iteration 232, Loss: 6.158326625823975
Iteration 233, Loss: 6.350100994110107
Iteration 234, Loss: 6.2170939445495605
Iteration 235, Loss: 6.2095184326171875
Iteration 236, Loss: 6.294487476348877
Iteration 237, Loss: 6.481415748596191
Iteration 238, Loss: 5.781054973602295
Iteration 239, Loss: 6.392026901245117
Iteration 240, Loss: 6.329200267791748
Iteration 241, Loss: 6.756977558135986
Iteration 242, Loss: 6.394819259643555
Iteration 243, Loss: 6.485305309295654
Iteration 244, Loss: 6.65383243560791
Iteration 245, Loss: 6.248563766479492
Iteration 246, Loss: 6.280276775360107
Iteration 247, Loss: 6.007565021514893
Iteration 248, Loss: 5.892704486846924
Iteration 249, Loss: 6.3460373878479
Iteration 250, Loss: 6.404184341430664
Iteration 251, Loss: 6.4478912353515625
Iteration 252, Loss: 5.933322906494141
Iteration 253, Loss: 5.953952312469482
Iteration 254, Loss: 6.559319972991943
Iteration 255, Loss: 6.261173248291016
Iteration 256, Loss: 5.832497596740723
Iteration 257, Loss: 6.365206241607666
Iteration 258, Loss: 6.263343334197998
Iteration 259, Loss: 6.011845111846924
Iteration 260, Loss: 5.603927135467529
Iteration 261, Loss: 6.550541400909424
Iteration 262, Loss: 6.335799217224121
Iteration 263, Loss: 6.093575477600098
Iteration 264, Loss: 6.527022838592529
Iteration 265, Loss: 5.696434497833252
Iteration 266, Loss: 6.156771659851074
Iteration 267, Loss: 5.77017879486084
Iteration 268, Loss: 6.377096652984619
Iteration 269, Loss: 5.769476413726807
Iteration 270, Loss: 6.0454206466674805
Iteration 271, Loss: 6.313656806945801
Iteration 272, Loss: 6.310124397277832
Iteration 273, Loss: 6.524238586425781
Iteration 274, Loss: 6.171539783477783
Iteration 275, Loss: 6.1019392013549805
Iteration 276, Loss: 6.259882926940918
Iteration 277, Loss: 6.075921535491943
Iteration 278, Loss: 6.096161842346191
Iteration 279, Loss: 5.93084192276001
Iteration 280, Loss: 6.096580505371094
Iteration 281, Loss: 6.247330665588379
Iteration 282, Loss: 6.067206382751465
Iteration 283, Loss: 6.342056751251221
Iteration 284, Loss: 5.936751365661621
Iteration 285, Loss: 6.187074661254883
Iteration 286, Loss: 6.193044662475586
Iteration 287, Loss: 6.330240726470947
Iteration 288, Loss: 6.428921222686768
Iteration 289, Loss: 6.2795257568359375
Iteration 290, Loss: 6.347137451171875
Iteration 291, Loss: 5.961333751678467
Iteration 292, Loss: 6.01685905456543
Iteration 293, Loss: 6.175533771514893
Iteration 294, Loss: 6.170502185821533
Iteration 295, Loss: 6.210885524749756
Iteration 296, Loss: 6.374589443206787
Iteration 297, Loss: 6.085445880889893
Iteration 298, Loss: 6.098010063171387
Iteration 299, Loss: 6.231123924255371
Rank 2 | Iteration 300 | Training in Progress...
Iteration 300, Loss: 6.006682395935059
Iteration 301, Loss: 6.4586052894592285
Iteration 302, Loss: 6.1020050048828125
Iteration 303, Loss: 6.167654991149902
Iteration 304, Loss: 6.266933441162109
Iteration 305, Loss: 6.0464043617248535
Iteration 306, Loss: 6.403117656707764
Iteration 307, Loss: 6.411831378936768
Iteration 308, Loss: 6.320435047149658
Iteration 309, Loss: 5.662113189697266
Iteration 310, Loss: 6.394607067108154
Iteration 311, Loss: 6.078348159790039
Iteration 312, Loss: 5.737342357635498
Iteration 313, Loss: 6.124917030334473
Iteration 314, Loss: 6.223012447357178
Iteration 315, Loss: 6.090747356414795
Iteration 316, Loss: 5.979638576507568
Iteration 317, Loss: 6.190306186676025
Iteration 318, Loss: 6.578710556030273
Iteration 319, Loss: 6.169488906860352
Iteration 320, Loss: 6.459021091461182
Iteration 321, Loss: 6.266193389892578
Iteration 322, Loss: 6.148094654083252
Iteration 323, Loss: 5.7783098220825195
Iteration 324, Loss: 5.954400062561035
Iteration 325, Loss: 6.287250995635986
Iteration 326, Loss: 5.903706073760986
Iteration 327, Loss: 5.905008792877197
Iteration 328, Loss: 6.3256707191467285
Iteration 329, Loss: 5.839988708496094
Iteration 330, Loss: 5.7894287109375
Iteration 331, Loss: 6.442703723907471
Iteration 332, Loss: 6.259027481079102
Iteration 333, Loss: 6.460538864135742
Iteration 334, Loss: 6.1704864501953125
Iteration 335, Loss: 5.955748558044434
Iteration 336, Loss: 6.436401844024658
Iteration 337, Loss: 6.072643280029297
Iteration 338, Loss: 5.631802558898926
Iteration 339, Loss: 6.1004252433776855
Iteration 340, Loss: 5.949379920959473
Iteration 341, Loss: 6.060361385345459
Iteration 342, Loss: 6.592837333679199
Iteration 343, Loss: 5.832448482513428
Iteration 344, Loss: 6.641312122344971
Iteration 345, Loss: 5.9068522453308105
Iteration 346, Loss: 6.436764240264893
Iteration 347, Loss: 6.093374252319336
Iteration 348, Loss: 6.187283039093018
Iteration 349, Loss: 6.013579368591309
Iteration 350, Loss: 5.8362135887146
Iteration 351, Loss: 6.057219982147217
Iteration 352, Loss: 6.1060991287231445
Iteration 353, Loss: 6.09285306930542
Iteration 354, Loss: 6.267123222351074
Iteration 355, Loss: 6.113471508026123
Iteration 356, Loss: 5.893341541290283
Iteration 357, Loss: 6.00838041305542
Iteration 358, Loss: 6.061019420623779
Iteration 359, Loss: 5.853819847106934
Iteration 360, Loss: 6.299810886383057
Iteration 361, Loss: 6.06464958190918
Iteration 362, Loss: 6.00352144241333
Iteration 363, Loss: 6.736730575561523
Iteration 364, Loss: 6.387269020080566
Iteration 365, Loss: 6.002392292022705
Iteration 366, Loss: 6.227308750152588
Iteration 367, Loss: 6.422603130340576
Iteration 368, Loss: 6.3216962814331055
Iteration 369, Loss: 6.220306873321533
Iteration 370, Loss: 5.828208923339844
Iteration 371, Loss: 5.977749824523926
Iteration 372, Loss: 6.172276020050049
Iteration 373, Loss: 6.084075450897217
Iteration 374, Loss: 6.060510635375977
Iteration 375, Loss: 6.236863613128662
Iteration 376, Loss: 6.060253143310547
Iteration 377, Loss: 6.103163719177246
Iteration 378, Loss: 5.918341636657715
Iteration 379, Loss: 6.257308483123779
Iteration 380, Loss: 6.419774055480957
Iteration 381, Loss: 6.208786964416504
Iteration 382, Loss: 6.059704780578613
Iteration 383, Loss: 6.004946231842041
Iteration 384, Loss: 6.2315754890441895
Iteration 385, Loss: 6.275753974914551
Iteration 386, Loss: 5.879137992858887
Iteration 387, Loss: 6.398874759674072
Iteration 388, Loss: 6.301538944244385
Iteration 389, Loss: 5.890782356262207
Iteration 390, Loss: 5.62009334564209
Iteration 391, Loss: 6.171284198760986
Iteration 392, Loss: 6.163616180419922
Iteration 393, Loss: 5.860177040100098
Iteration 394, Loss: 6.076866626739502
Iteration 395, Loss: 6.238568305969238
Iteration 396, Loss: 6.412311553955078
Iteration 397, Loss: 5.961258888244629
Iteration 398, Loss: 6.242514610290527
Iteration 399, Loss: 5.974794387817383
Rank 2 | Iteration 400 | Training in Progress...
Iteration 400, Loss: 6.363882541656494
Iteration 401, Loss: 6.36909818649292
Iteration 402, Loss: 5.968011856079102
Iteration 403, Loss: 6.080743789672852
Iteration 404, Loss: 6.363345623016357
Iteration 405, Loss: 6.142879962921143
Iteration 406, Loss: 5.90322208404541
Iteration 407, Loss: 6.075540542602539
Iteration 408, Loss: 6.13875150680542
Iteration 409, Loss: 6.070333003997803
Iteration 410, Loss: 5.818788051605225
Iteration 411, Loss: 5.965974807739258
Iteration 412, Loss: 6.227452754974365
Iteration 413, Loss: 6.251135349273682
Iteration 414, Loss: 5.696245193481445
Iteration 415, Loss: 6.4335832595825195
Iteration 416, Loss: 6.1302490234375
Iteration 417, Loss: 6.288559436798096
Iteration 418, Loss: 5.9392828941345215
Iteration 419, Loss: 5.864153861999512
Iteration 420, Loss: 6.199878215789795
Iteration 421, Loss: 6.437722682952881
Iteration 422, Loss: 5.9140825271606445
Iteration 423, Loss: 5.965843677520752
Iteration 424, Loss: 6.254168510437012
Iteration 425, Loss: 6.219045162200928
Iteration 426, Loss: 6.170144557952881
Iteration 427, Loss: 5.99688196182251
Iteration 428, Loss: 6.335197925567627
Iteration 429, Loss: 6.15412712097168
Iteration 430, Loss: 6.351094722747803
Iteration 431, Loss: 5.724015235900879
Iteration 432, Loss: 7.0645294189453125
Iteration 433, Loss: 6.249445915222168
Iteration 434, Loss: 5.896010875701904
Iteration 435, Loss: 6.412928104400635
Iteration 436, Loss: 6.36848783493042
Iteration 437, Loss: 6.1972856521606445
Iteration 438, Loss: 6.201629161834717
Iteration 439, Loss: 6.308367729187012
Iteration 440, Loss: 6.12253999710083
Iteration 441, Loss: 6.22732400894165
Iteration 442, Loss: 5.923877239227295
Iteration 443, Loss: 6.233846187591553
Iteration 444, Loss: 5.987464904785156
Iteration 445, Loss: 5.767628192901611
Iteration 446, Loss: 6.028140544891357
Iteration 447, Loss: 5.864192008972168
Iteration 448, Loss: 6.300313949584961
Iteration 449, Loss: 6.663130760192871
Iteration 450, Loss: 5.778961658477783
Iteration 451, Loss: 6.637834072113037
Iteration 452, Loss: 5.847570419311523
Iteration 453, Loss: 6.381587505340576
Iteration 454, Loss: 5.968924045562744
Iteration 455, Loss: 6.137467384338379
Iteration 456, Loss: 5.912374496459961
Iteration 457, Loss: 6.101410388946533
Iteration 458, Loss: 5.997611999511719
Iteration 459, Loss: 6.5105109214782715
Iteration 460, Loss: 5.861419677734375
Iteration 461, Loss: 6.034667015075684
Iteration 462, Loss: 6.147597312927246
Iteration 463, Loss: 6.168854713439941
Iteration 464, Loss: 6.215417385101318
Iteration 465, Loss: 6.556859016418457
Iteration 466, Loss: 5.967589855194092
Iteration 467, Loss: 6.706641674041748
Iteration 468, Loss: 6.1306071281433105
Iteration 469, Loss: 6.384025573730469
Iteration 470, Loss: 6.075283527374268
Iteration 471, Loss: 5.85271692276001
Iteration 472, Loss: 6.384037494659424
Iteration 473, Loss: 6.611170291900635
Iteration 474, Loss: 6.192739009857178
Iteration 475, Loss: 5.897097587585449
Iteration 476, Loss: 6.0972747802734375
Iteration 477, Loss: 5.904996871948242
Iteration 478, Loss: 6.222450256347656
Iteration 479, Loss: 6.083017349243164
Iteration 480, Loss: 6.034486293792725
Iteration 481, Loss: 6.57025671005249
Iteration 482, Loss: 6.289723873138428
Iteration 483, Loss: 6.19532585144043
Iteration 484, Loss: 6.124017238616943
Iteration 485, Loss: 5.768104553222656
Iteration 486, Loss: 6.154464244842529
Iteration 487, Loss: 6.278874397277832
Iteration 488, Loss: 5.720679759979248
Iteration 489, Loss: 6.180227279663086
Iteration 490, Loss: 6.310327529907227
Iteration 491, Loss: 5.954778671264648
Iteration 492, Loss: 5.971815586090088
Iteration 493, Loss: 6.673408508300781
Iteration 494, Loss: 5.759103775024414
Iteration 495, Loss: 5.852970123291016
Iteration 496, Loss: 6.2947797775268555
Iteration 497, Loss: 6.29538106918335
Iteration 498, Loss: 6.401893138885498
Iteration 499, Loss: 5.813099384307861
Rank 2 | Iteration 500 | Training in Progress...
Iteration 500, Loss: 6.12401008605957
Iteration 501, Loss: 6.722468376159668
Iteration 502, Loss: 6.132713794708252
Iteration 503, Loss: 5.761381149291992
Iteration 504, Loss: 5.980038642883301
Iteration 505, Loss: 6.465205669403076
Iteration 506, Loss: 6.368502140045166
Iteration 507, Loss: 5.6718831062316895
Iteration 508, Loss: 6.351508140563965
Iteration 509, Loss: 6.677549839019775
Iteration 510, Loss: 6.387383937835693
Iteration 511, Loss: 6.217517375946045
Iteration 512, Loss: 6.638326168060303
Iteration 513, Loss: 6.105072498321533
Iteration 514, Loss: 6.346004486083984
Iteration 515, Loss: 6.099076271057129
Iteration 516, Loss: 6.153146266937256
Iteration 517, Loss: 6.078253269195557
Iteration 518, Loss: 5.852139949798584
Iteration 519, Loss: 5.784339904785156
Iteration 520, Loss: 6.239588260650635
Iteration 521, Loss: 6.262454032897949
Iteration 522, Loss: 6.446377754211426
Iteration 523, Loss: 6.384057521820068
Iteration 524, Loss: 6.147796154022217
Iteration 525, Loss: 6.19540548324585
Iteration 526, Loss: 6.593566417694092
Iteration 527, Loss: 6.457705020904541
Iteration 528, Loss: 6.06049108505249
Iteration 529, Loss: 6.10397481918335
Iteration 530, Loss: 6.2084221839904785
Iteration 531, Loss: 6.1089253425598145
Iteration 532, Loss: 5.884274482727051
Iteration 533, Loss: 6.059516429901123
Iteration 534, Loss: 6.330904960632324
Iteration 535, Loss: 6.531407356262207
Iteration 536, Loss: 6.055088520050049
Iteration 537, Loss: 5.981194496154785
Iteration 538, Loss: 6.29365348815918
Iteration 539, Loss: 6.313684940338135
Iteration 540, Loss: 6.18211030960083
Iteration 541, Loss: 5.811159133911133
Iteration 542, Loss: 6.093677520751953
Iteration 543, Loss: 6.067140102386475
Iteration 544, Loss: 6.2203898429870605
Iteration 545, Loss: 5.866270065307617
Iteration 546, Loss: 6.287973880767822
Iteration 547, Loss: 6.2095513343811035
Iteration 548, Loss: 6.336835861206055
Iteration 549, Loss: 6.0815043449401855
Iteration 550, Loss: 6.0434064865112305
Iteration 551, Loss: 5.960120677947998
Iteration 552, Loss: 6.648233890533447
Iteration 553, Loss: 5.670681953430176
Iteration 554, Loss: 6.2111945152282715
Iteration 555, Loss: 6.172044277191162
Iteration 556, Loss: 6.5718560218811035
Iteration 557, Loss: 6.205072402954102
Iteration 558, Loss: 6.267004489898682
Iteration 559, Loss: 6.28203010559082
Iteration 560, Loss: 6.158703327178955
Iteration 561, Loss: 6.147185802459717
Iteration 562, Loss: 6.231011390686035
Iteration 563, Loss: 6.019930839538574
Iteration 564, Loss: 5.924987316131592
Iteration 565, Loss: 6.018441677093506
Iteration 566, Loss: 6.237955570220947
Iteration 567, Loss: 6.008945941925049
Iteration 568, Loss: 6.115353584289551
Iteration 569, Loss: 6.16187047958374
Iteration 570, Loss: 6.181897163391113
Iteration 571, Loss: 5.651645183563232
Iteration 572, Loss: 5.8916401863098145
Iteration 573, Loss: 6.2280097007751465
Iteration 574, Loss: 6.3593244552612305
Iteration 575, Loss: 6.0701422691345215
Iteration 576, Loss: 6.152904033660889
Iteration 577, Loss: 6.188326835632324
Iteration 578, Loss: 6.193291664123535
Iteration 579, Loss: 5.986309051513672
Iteration 580, Loss: 6.249156475067139
Iteration 581, Loss: 6.321169853210449
Iteration 582, Loss: 6.123444080352783
Iteration 583, Loss: 6.4428205490112305
Iteration 584, Loss: 5.795279502868652
Iteration 585, Loss: 5.966930389404297
Iteration 586, Loss: 6.749166488647461
Iteration 587, Loss: 5.878857135772705
Iteration 588, Loss: 6.122544288635254
Iteration 589, Loss: 6.351811408996582
Iteration 590, Loss: 6.129960536956787
Iteration 591, Loss: 6.06482458114624
Iteration 592, Loss: 5.979983329772949
Iteration 593, Loss: 5.963005542755127
Iteration 594, Loss: 6.249081134796143
Iteration 595, Loss: 6.323024749755859
Iteration 596, Loss: 6.101289749145508
Iteration 597, Loss: 6.182649612426758
Iteration 598, Loss: 6.255692481994629
Iteration 599, Loss: 6.5873236656188965
Rank 2 | Iteration 600 | Training in Progress...
Iteration 600, Loss: 6.137770175933838
Iteration 601, Loss: 5.865481853485107
Iteration 602, Loss: 5.978363990783691
Iteration 603, Loss: 6.125791072845459
Iteration 604, Loss: 6.0884294509887695
Iteration 605, Loss: 5.983273983001709
Iteration 606, Loss: 6.259490013122559
Iteration 607, Loss: 6.2097320556640625
Iteration 608, Loss: 5.7665228843688965
Iteration 609, Loss: 6.576050281524658
Iteration 610, Loss: 6.11002779006958
Iteration 611, Loss: 6.188906669616699
Iteration 612, Loss: 5.96732234954834
Iteration 613, Loss: 5.971709728240967
Iteration 614, Loss: 6.083898067474365
Iteration 615, Loss: 5.935369491577148
Iteration 616, Loss: 6.2563157081604
Iteration 617, Loss: 6.062862873077393
Iteration 618, Loss: 6.199649810791016
Iteration 619, Loss: 6.152859210968018
Iteration 620, Loss: 6.310297966003418
Iteration 621, Loss: 6.208277702331543
Iteration 622, Loss: 6.290979862213135
Iteration 623, Loss: 6.155045986175537
Iteration 624, Loss: 6.232308387756348
Iteration 625, Loss: 6.138319969177246
Iteration 626, Loss: 5.917674541473389
Iteration 627, Loss: 5.891740322113037
Iteration 628, Loss: 5.970967769622803
Iteration 629, Loss: 6.4805192947387695
Iteration 630, Loss: 6.504592418670654
Iteration 631, Loss: 6.213972091674805
Iteration 632, Loss: 6.143805980682373
Iteration 633, Loss: 5.849723815917969
Iteration 634, Loss: 6.191537857055664
Iteration 635, Loss: 6.293550491333008
Iteration 636, Loss: 6.372061252593994
Iteration 637, Loss: 6.062024116516113
Iteration 638, Loss: 6.27988862991333
Iteration 639, Loss: 5.99251127243042
Iteration 640, Loss: 6.049391269683838
Iteration 641, Loss: 6.406713008880615
Iteration 642, Loss: 6.208450794219971
Iteration 643, Loss: 6.20888090133667
Iteration 644, Loss: 6.428769588470459
Iteration 645, Loss: 6.052265167236328
Iteration 646, Loss: 6.0959696769714355
Iteration 647, Loss: 6.065582275390625
Iteration 648, Loss: 6.489448547363281
Iteration 649, Loss: 6.082006454467773
Iteration 650, Loss: 6.245848178863525
Iteration 651, Loss: 6.393218040466309
Iteration 652, Loss: 5.9213104248046875
Iteration 653, Loss: 6.834232807159424
Iteration 654, Loss: 5.897672653198242
Iteration 655, Loss: 6.182931900024414
Iteration 656, Loss: 5.9641194343566895
Iteration 657, Loss: 5.985678195953369
Iteration 658, Loss: 5.946959972381592
Iteration 659, Loss: 6.011999607086182
Iteration 660, Loss: 6.058018684387207
Iteration 661, Loss: 5.832459926605225
Iteration 662, Loss: 6.160503387451172
Iteration 663, Loss: 6.415499210357666
Iteration 664, Loss: 5.9553117752075195
Iteration 665, Loss: 6.2284979820251465
